x y u_11 u_12 u_13 u_21 u_22 u_23 u_31 u_32 u_33
172 195 -0.291625 0.911997 -0.288444 -0.425262 -0.393742 -0.814933 -0.856812 -0.114996 0.502663
155 79 0.432851 -0.508557 -0.744316 0.852884 -0.036374 0.520833 -0.291952 -0.860259 0.417997
140 215 -0.020785 -0.018906 -0.999604 0.967486 -0.252469 -0.015349 -0.252075 -0.96742 0.023542
104 210 0.147764 0.946117 -0.288148 -0.497423 -0.180726 -0.848472 -0.854837 0.268697 0.44391
86 210 0.060077 -0.47925 -0.87562 0.422642 -0.782477 0.457267 -0.904306 -0.397551 0.155545
158 123 -0.994398 -0.077823 0.071611 0.105149 -0.65467 0.748557 -0.011381 0.751899 0.659182
118 116 -0.399215 0.879523 0.258966 -0.890208 -0.439435 0.120128 0.219455 -0.182576 0.958387
131 160 0.948293 0.291883 -0.12468 0.15129 -0.070345 0.98598 0.279024 -0.953867 -0.110855
61 34 0.490398 -0.367787 -0.79009 0.784583 -0.208353 0.583968 -0.379396 -0.906267 0.18638
45 174 -0.994894 0.087213 0.050826 -0.036292 0.160782 -0.986321 -0.094191 -0.983129 -0.156794
81 139 0.081077 0.988304 0.129161 -0.718765 -0.031802 0.694525 0.690511 -0.149145 0.707779
75 123 -0.920782 -0.318833 -0.224749 0.220681 0.049335 -0.974095 0.32166 -0.946526 0.024936
97 17 0.925485 -0.159529 0.343562 0.377238 0.470332 -0.797794 -0.034313 0.867951 0.49546
152 215 -0.069508 -0.819136 -0.569369 0.642235 0.4 -0.653863 0.763353 -0.411125 0.498268
36 99 -0.899635 0.308637 -0.308874 0.252527 -0.209323 -0.944676 -0.356215 -0.927861 0.110377
102 56 0.985422 -0.079034 -0.150658 0.112952 0.966147 0.231953 0.127226 -0.245589 0.960989
106 201 0.692587 -0.647076 0.31877 -0.388995 0.037121 0.92049 -0.607465 -0.761521 -0.226001
36 66 0.104635 -0.400242 -0.910413 0.987805 0.14797 0.048478 0.115311 -0.904384 0.410846
163 111 -0.792963 -0.410439 -0.450283 -0.143307 -0.592666 0.792593 -0.592182 0.693025 0.411142
22 135 -0.308317 0.944943 0.109641 -0.899451 -0.327097 0.289824 0.309732 -0.009259 0.950779
213 138 0.83626 0.470736 0.281215 -0.295805 -0.044556 0.954206 0.46171 -0.881149 0.101986
175 91 0.759477 0.641459 0.108298 -0.615976 0.762624 -0.197437 -0.209238 0.083237 0.974313
195 149 0.74822 0.543573 -0.380379 -0.602205 0.315827 -0.733205 -0.278427 0.777682 0.563658
141 130 0.901608 0.176225 -0.395038 -0.431529 0.42968 -0.793197 0.029956 0.885613 0.463446
214 103 -0.416562 0.902551 -0.108966 -0.790814 -0.300593 0.533161 0.44846 0.308263 0.838963
94 206 0.724437 -0.012849 0.68922 0.610959 0.475015 -0.633315 -0.319252 0.879887 0.351969
204 160 0.327747 -0.226008 0.917334 0.846456 0.501521 -0.178861 -0.419637 0.835103 0.355677
166 172 -0.882824 -0.166875 -0.439072 0.46879 -0.254151 -0.845948 0.029567 -0.952662 0.302599
21 51 -0.128295 -0.105085 -0.986152 0.432559 -0.900729 0.039711 -0.892434 -0.421474 0.161018
134 201 -0.30346 0.055431 -0.951226 0.905665 -0.293496 -0.306018 -0.296154 -0.954346 0.038844
161 117 -0.793955 0.408968 0.449869 -0.145231 0.590955 -0.793524 -0.590382 -0.695354 -0.409791
197 84 -0.843147 -0.528635 0.098278 -0.089771 -0.041826 -0.995081 0.530169 -0.847801 -0.012198
102 87 0.939231 0.126883 0.318979 -0.275588 0.832725 0.480229 -0.204687 -0.538952 0.817088
76 120 -0.920734 -0.319325 -0.224236 0.220573 0.048113 -0.974181 0.321873 -0.946423 0.026133
113 40 -0.526216 0.290881 0.799052 -0.091685 0.914797 -0.393381 -0.845406 -0.280243 -0.454692
74 111 -0.920183 -0.320661 -0.224591 0.220904 0.048339 -0.974097 0.323211 -0.945959 0.026354
50 43 0.44324 0.601752 0.664405 -0.225296 0.79218 -0.567179 -0.867634 0.101721 0.486685
171 36 0.376548 0.552622 -0.743508 -0.66226 -0.400644 -0.63317 -0.647801 0.730809 0.215124
107 94 0.415488 -0.195059 -0.888437 0.644299 -0.626339 0.438832 -0.642073 -0.754747 -0.134559
97 40 0.440082 0.894663 -0.076871 -0.843144 0.441142 0.307448 0.308958 -0.070497 0.948446
93 79 0.938989 0.127391 0.319483 -0.276404 0.832299 0.480498 -0.204697 -0.539492 0.816731
28 78 -0.802685 0.234035 -0.548569 -0.352174 -0.928304 0.119268 -0.481328 0.288928 0.827551
150 40 0.292371 -0.947829 0.127049 -0.112684 0.097787 0.988805 -0.949648 -0.303406 -0.078207
80 138 0.081901 0.988237 0.129149 -0.719239 -0.031097 0.694065 0.68992 -0.149733 0.708231
210 100 0.901713 0.418272 -0.109367 -0.302057 0.790477 0.532829 0.309326 -0.447424 0.839125
39 128 -0.312786 0.898137 -0.308999 -0.943197 -0.255283 0.212705 0.112163 0.357981 0.926968
57 77 0.259076 0.4511 0.854034 0.189537 0.843321 -0.502891 -0.947084 0.292148 0.132973
39 66 0.104413 -0.399657 -0.910694 0.987788 0.148155 0.048233 0.11565 -0.904615 0.410247
116 24 0.298066 0.942828 0.149126 -0.904364 0.22894 0.360155 0.305425 -0.242205 0.920894
182 43 0.066895 -0.997364 0.028114 -0.214761 0.013125 0.976578 -0.974374 -0.071364 -0.213317
188 70 0.842588 -0.529715 -0.097206 0.086088 -0.045704 0.995238 -0.53164 -0.84694 0.007093
124 178 -0.665735 0.0441 -0.744885 -0.134069 -0.989075 0.061267 -0.734048 0.140659 0.66437
103 164 0.419352 0.385813 -0.82176 0.137957 0.867599 0.477739 0.897283 -0.313711 0.310604
167 149 0.444863 -0.42444 -0.788636 0.762701 -0.282031 0.582017 -0.469452 -0.860415 0.19825
59 137 -0.020334 -0.092666 -0.995488 0.960032 -0.279818 0.006437 -0.279152 -0.955572 0.094652
126 12 0.435416 0.110995 -0.893359 0.781237 0.446503 0.436242 0.447311 -0.887869 0.107699
121 196 0.26411 0.056655 -0.962812 0.748688 0.617312 0.24169 0.608046 -0.78469 0.120618
211 123 0.653538 -0.243794 -0.716557 0.750576 0.08662 0.65508 -0.097638 -0.965953 0.239589
5 111 0.512608 0.836713 -0.192733 -0.091437 -0.170001 -0.981185 -0.853743 0.520599 -0.01063
114 130 0.986632 0.128943 -0.099656 -0.148945 0.465329 -0.872516 -0.066133 0.875695 0.478315
93 30 0.161795 0.343494 -0.925111 -0.469828 -0.797586 -0.378312 -0.867806 0.495851 0.032339
208 92 0.1083 -0.901759 0.41845 -0.53358 0.302439 0.789826 -0.838788 -0.308816 -0.448406
204 93 -0.108479 -0.900486 -0.421144 0.536136 0.303775 -0.787575 0.837136 -0.311227 0.449822
59 65 0.469627 -0.616378 0.632082 0.873051 0.217774 -0.436298 0.131274 0.756739 0.640402
169 114 0.167915 0.461982 -0.870823 0.935498 -0.353309 -0.007042 -0.310941 -0.813473 -0.491515
155 76 -0.29488 0.811392 -0.504662 -0.951374 -0.200063 0.234246 0.089102 0.5492 0.830925
193 127 0.807661 0.310341 -0.501369 -0.084425 0.902393 0.422565 0.583572 -0.298963 0.755025
160 181 0.902219 0.387345 0.189676 -0.43051 0.782398 0.450007 0.025889 -0.487692 0.87263
46 34 0.665779 0.600312 -0.44313 -0.565519 0.793403 0.225166 0.486752 0.100687 0.867717
204 174 0.988715 0.088953 -0.120597 -0.015471 0.861025 0.508325 0.149056 -0.500717 0.852674
63 45 -0.898084 0.172483 -0.404589 0.439196 0.302532 -0.845923 -0.023506 -0.937404 -0.347444
135 34 0.344669 0.122163 -0.930736 0.910031 -0.286757 0.299356 -0.230333 -0.950186 -0.210011
80 215 0.876838 0.480719 0.008364 -0.431834 0.795061 -0.425909 -0.211398 0.369839 0.904723
91 27 0.161829 0.343365 -0.925152 -0.469765 -0.797667 -0.378218 -0.867835 0.495813 0.03222
133 4 -0.034895 -0.034331 -0.998801 0.998242 -0.04949 -0.033174 -0.048295 -0.998167 0.035992
93 83 0.321022 -0.938267 -0.128847 0.48383 0.279427 -0.829357 0.814166 0.203901 0.543648
188 45 -0.024362 0.997382 -0.068081 -0.976906 -0.009291 0.21347 0.212279 0.07171 0.974574
26 117 -0.312245 0.898185 -0.309449 -0.943252 -0.254342 0.213529 0.113084 0.35856 0.926632
53 196 0.343628 -0.895923 0.281507 -0.432213 0.115247 0.894373 -0.833736 -0.429001 -0.347628
21 94 -0.765537 -0.449681 -0.460151 0.166842 -0.829481 0.533029 -0.621388 0.33128 0.710024
200 120 -0.805357 0.220672 -0.550185 0.411793 -0.459386 -0.787016 -0.426417 -0.860393 0.279091
166 103 -0.792146 -0.412148 -0.450155 -0.143917 -0.590622 0.79401 -0.593125 0.693755 0.408544
93 18 0.162307 0.343721 -0.924935 -0.469121 -0.797776 -0.378784 -0.868093 0.495392 0.031768
37 135 -0.29965 -0.051353 -0.952659 -0.138099 -0.985705 0.096575 -0.944003 0.160494 0.288273
105 121 -0.022332 0.82635 -0.562713 0.381036 -0.513335 -0.768954 -0.924296 -0.231585 -0.303405
31 109 -0.898736 0.307663 -0.312448 0.255592 -0.211424 -0.94338 -0.356303 -0.927709 0.111379
131 217 -0.459891 0.886355 -0.053664 -0.765411 -0.426317 -0.48207 -0.450181 -0.180627 0.874479
54 97 0.172024 0.225658 -0.958898 0.709458 -0.703706 -0.038328 -0.683434 -0.673701 -0.281147
107 61 0.15067 -0.985328 -0.080175 -0.234306 -0.114385 0.965408 -0.960418 -0.126674 -0.248102
87 49 0.349557 0.923649 -0.157097 -0.236299 -0.075343 -0.968754 -0.906631 0.375755 0.19192
41 89 -0.397919 -0.2132 -0.892301 -0.344765 -0.86658 0.360796 -0.850179 0.451209 0.271321
189 97 0.760158 0.640431 0.109604 -0.614432 0.763385 -0.199277 -0.211296 0.084134 0.973794
196 184 -0.575109 0.711896 -0.403048 -0.093529 -0.546664 -0.832112 -0.812724 -0.44085 0.38097
61 128 0.173701 0.464613 -0.868305 0.978605 -0.180265 0.099303 -0.110392 -0.866968 -0.485969
95 98 -0.194374 0.888958 -0.414694 -0.626984 -0.437717 -0.644436 -0.754395 0.134743 0.642442
122 155 -0.346154 0.934404 0.08407 -0.781476 -0.336761 0.525253 0.519112 0.116124 0.846778
196 178 -0.087237 0.987863 -0.128521 -0.864656 -0.011014 0.502243 0.494734 0.154947 0.85512
74 90 0.138258 -0.224743 -0.964556 0.989735 0.06709 0.126226 0.03635 -0.972107 0.231701
39 176 -0.994947 0.087124 0.049951 -0.035278 0.162431 -0.986086 -0.094028 -0.982867 -0.158532
124 205 0.825967 0.489656 0.279324 -0.057277 0.565823 -0.822536 -0.560813 0.663391 0.495374
161 96 -0.089694 -0.314587 -0.944976 0.890108 -0.451007 0.065647 -0.44684 -0.835247 0.320464
75 64 0.375129 -0.912854 0.161194 -0.228378 0.077533 0.970472 -0.898405 -0.400868 -0.179391
136 157 -0.124 0.289898 -0.94899 0.986447 -0.067567 -0.149534 -0.107477 -0.954667 -0.27759
33 86 -0.801147 0.234757 -0.550504 -0.354065 -0.927524 0.119736 -0.482497 0.29084 0.826201
205 110 0.108199 -0.902078 0.417789 -0.53364 0.301884 0.789996 -0.838763 -0.308426 -0.448719
55 53 -0.612489 0.761261 -0.212989 0.319878 -0.007712 -0.947418 -0.722897 -0.648386 -0.238763
63 71 -0.260605 0.884207 -0.387641 -0.229999 -0.446811 -0.864553 -0.937656 -0.136152 0.319797
74 29 0.243549 0.258583 -0.93478 0.878332 0.349981 0.325648 0.411378 -0.900356 -0.141883
56 166 -0.757816 -0.479573 -0.442405 0.487432 0.034633 -0.872475 0.433738 -0.876818 0.207516
123 164 0.28984 -0.948993 -0.124163 -0.065847 -0.149178 0.98661 -0.954816 -0.277769 -0.105692
50 19 0.871001 0.489281 0.04429 -0.012908 -0.067331 0.997634 0.491118 -0.869535 -0.052332
123 86 -0.367165 0.542862 -0.755307 -0.082559 -0.827839 -0.554857 -0.926486 -0.141364 0.34877
194 156 0.377689 -0.545203 -0.748404 0.733771 -0.316747 0.601044 -0.564743 -0.77616 0.28042
155 164 0.865501 0.278394 -0.416429 -0.497942 0.387734 -0.775697 -0.054489 0.878727 0.474207
87 102 0.920197 0.224116 0.320953 -0.22034 0.974214 -0.048545 -0.323557 -0.026047 0.94585
149 67 -0.295886 0.810971 -0.504752 -0.951038 -0.200674 0.235086 0.08936 0.549601 0.830631
112 162 -0.820378 -0.422343 -0.385495 0.479413 -0.140541 -0.866265 0.311688 -0.895472 0.317769
208 65 0.899997 -0.425293 -0.095566 0.028749 -0.160851 0.986559 -0.434953 -0.890646 -0.132534
142 177 -0.293493 -0.460257 -0.837859 -0.083028 -0.860902 0.501967 -0.952354 0.216879 0.214446
77 22 0.24345 0.258288 -0.934884 0.878307 0.35022 0.325465 0.411494 -0.90035 -0.141593
69 183 0.341614 -0.897727 0.278186 -0.427314 0.11527 0.896715 -0.837088 -0.425206 -0.344239
133 2 -0.033869 -0.036066 -0.998775 0.99822 -0.05045 -0.032028 -0.04924 -0.998067 0.037711
72 73 0.193827 0.313993 -0.929428 0.979569 -0.113745 0.165856 -0.05364 -0.942589 -0.32962
60 90 -0.458543 0.848109 -0.265425 -0.839398 -0.511429 -0.184014 -0.291814 0.138417 0.946401
41 57 0.909293 -0.402501 0.105744 -0.048447 0.149989 0.987498 -0.413329 -0.90305 0.116884
24 180 0.308838 -0.562817 -0.766717 0.917613 0.388388 0.084523 0.250213 -0.729655 0.636392
152 112 -0.022415 -0.993836 0.108506 0.690431 -0.093889 -0.717291 0.723077 0.058815 0.688257
132 24 0.929983 0.120016 0.347459 -0.302302 -0.288099 0.908632 0.209155 -0.95005 -0.231645
105 155 -0.344899 0.934832 0.084498 -0.781655 -0.335886 0.525541 0.519674 0.115214 0.846559
149 53 -0.948524 0.290145 -0.126979 0.098119 -0.112003 -0.988851 -0.301134 -0.950403 0.077772
108 163 0.82134 0.421287 -0.384602 -0.477341 0.138428 -0.867745 -0.312328 0.896302 0.314796
169 64 0.422583 0.88255 -0.206248 -0.179683 -0.141471 -0.973494 -0.888335 0.448443 0.098795
61 73 -0.261421 0.883632 -0.3884 -0.229164 -0.447706 -0.864314 -0.937631 -0.136944 0.319527
138 161 0.948577 0.291569 -0.123256 0.149925 -0.070887 0.986148 0.278793 -0.953924 -0.110945
191 58 -0.463528 0.521819 0.716129 0.109805 0.835801 -0.537942 -0.879255 -0.170713 -0.444714
36 138 -0.30051 -0.051425 -0.952385 -0.138961 -0.985534 0.097068 -0.943603 0.16151 0.289016
98 71 0.320887 -0.938546 -0.127142 0.484261 0.277948 -0.829602 0.813968 0.204633 0.54367
93 118 -0.02262 0.826606 -0.562326 0.382125 -0.512613 -0.768894 -0.923839 -0.232272 -0.304273
138 179 -0.764697 0.638916 0.083818 -0.623072 -0.766296 0.156755 0.164383 0.067644 0.984074
133 125 -0.339747 0.009605 -0.940455 0.80163 -0.520061 -0.29489 -0.491918 -0.854081 0.168971
200 176 -0.086857 0.988472 -0.124001 -0.863757 -0.012707 0.503756 0.496376 0.150855 0.854897
53 151 0.9428 -0.209597 0.259232 -0.317367 -0.32633 0.890382 -0.102022 -0.921732 -0.374172
88 164 0.747483 -0.618389 -0.242627 0.406383 0.136758 0.903408 -0.525474 -0.773886 0.353525
165 144 0.444417 -0.424475 -0.788862 0.762491 -0.282994 0.581833 -0.470223 -0.860079 0.197883
142 32 0.863044 0.495662 -0.09737 -0.461758 0.852277 0.245826 0.204844 -0.167204 0.96439
9 133 0.954395 0.15781 0.253431 -0.252679 0.879098 0.404152 -0.159011 -0.449758 0.878881
141 15 -0.134483 -0.530219 -0.837125 0.89245 -0.431958 0.130222 -0.430654 -0.729568 0.531279
6 106 0.512343 0.836934 -0.19248 -0.090607 -0.170205 -0.981224 -0.853991 0.52018 -0.011368
183 63 -0.842697 -0.529588 0.096965 -0.08555 -0.046106 -0.995265 0.531553 -0.846999 -0.006455
145 73 -0.296802 0.812167 -0.502273 -0.950612 -0.201222 0.236354 0.090893 0.54762 0.831776
104 36 -0.523752 0.289216 0.801274 -0.088814 0.91694 -0.389015 -0.847231 -0.274911 -0.454557
37 152 0.188532 -0.675832 -0.71253 0.972937 0.227298 0.041864 0.133662 -0.701144 0.70037
71 181 0.779681 -0.55353 0.292756 -0.241045 0.166185 0.956177 -0.577924 -0.816083 -0.003854
9 155 0.641166 -0.694952 -0.325496 0.497201 0.053095 0.866014 -0.584576 -0.717073 0.379563
37 55 0.104546 -0.400075 -0.910496 0.987815 0.147927 0.048425 0.115314 -0.904464 0.410668
206 138 0.277179 -0.836827 -0.472113 0.955315 0.292589 0.042232 0.1028 -0.462707 0.880522
104 157 -0.345705 0.9346 0.083676 -0.78148 -0.336129 0.525655 0.519409 0.116331 0.846571
56 145 0.259743 -0.208203 -0.942965 0.892336 -0.32153 0.31679 -0.36915 -0.923726 0.102272
26 116 -0.312361 0.898341 -0.30888 -0.943182 -0.254483 0.213668 0.113344 0.35807 0.926789
130 72 -0.473545 0.871629 0.126571 -0.88059 -0.471443 -0.048035 0.017802 -0.134201 0.990791
36 93 0.400999 0.216619 -0.890099 0.347122 0.863251 0.366464 0.847771 -0.455927 0.270968
86 153 0.081483 0.988401 0.128158 -0.717966 -0.030977 0.695395 0.691296 -0.148675 0.707105
194 141 -0.669431 0.532957 -0.517513 0.496302 -0.197508 -0.845375 -0.552776 -0.822769 -0.132303
99 207 0.725123 -0.014653 0.688473 0.61094 0.475021 -0.633325 -0.317778 0.879838 0.353405
204 153 0.498627 0.808108 -0.313575 -0.548049 0.013629 -0.836327 -0.671581 0.588877 0.449688
182 34 0.009451 -0.41246 -0.910927 0.974432 -0.200716 0.100986 -0.224492 -0.888588 0.400014
58 25 -0.48858 0.791197 0.367825 -0.786115 -0.582079 0.207867 0.378567 -0.187593 0.906364
203 68 0.089925 -0.163202 -0.982484 -0.508673 -0.855642 0.095573 -0.856252 0.491167 -0.159957
208 158 0.499072 -0.808404 0.312103 -0.547915 -0.015356 0.836386 -0.671364 -0.58842 -0.450606
140 106 -0.681214 -0.728473 -0.072696 0.063975 -0.158154 0.985335 -0.729286 0.666574 0.15434
22 75 0.937364 -0.210458 -0.277591 0.099038 -0.602996 0.791571 -0.333977 -0.769492 -0.544374
204 71 -0.159726 0.983119 -0.089262 -0.857328 -0.093328 0.506243 0.489375 0.1574 0.857748
44 137 -0.29657 -0.953493 0.05374 -0.139592 0.098939 0.985248 -0.944764 0.284701 -0.162444
209 156 0.49795 0.808057 -0.314781 -0.549611 0.013281 -0.835308 -0.670802 0.58896 0.450739
100 6 -0.953115 -0.302479 -0.008908 0.013273 -0.012381 -0.999833 0.302318 -0.953078 0.015812
102 14 -0.304029 -0.952636 0.007495 -0.01133 0.011485 0.999868 -0.952597 0.303899 -0.01428
105 42 0.07995 -0.893322 -0.442248 -0.301411 -0.444563 0.843513 -0.950139 0.065857 -0.304797
187 187 -0.571782 0.71571 -0.401032 -0.095187 -0.543397 -0.834058 -0.814868 -0.438725 0.378831
39 105 0.311794 0.309849 -0.898202 0.943512 -0.212563 0.254191 -0.112162 -0.92672 -0.358621
173 205 -0.658736 0.653783 -0.372324 0.084315 -0.427589 -0.900026 -0.747654 -0.624268 0.226545
136 23 0.099334 -0.496967 -0.862063 -0.252271 -0.850621 0.461295 -0.96255 0.171657 -0.20987
86 201 0.724119 -0.01267 0.689557 0.611915 0.473015 -0.633887 -0.318146 0.880966 0.350269
146 175 0.884321 0.172899 -0.433697 -0.458055 0.501147 -0.734191 0.09041 0.847907 0.522368
115 183 -0.658429 0.053449 -0.750724 -0.135278 -0.989638 0.048181 -0.740428 0.133268 0.658809
182 172 -0.582159 -0.399157 -0.708352 -0.093481 -0.832567 0.54598 -0.807683 0.384065 0.447373
44 186 0.953319 0.027425 -0.300716 0.080321 0.936962 0.340073 0.291092 -0.348353 0.891021
173 180 0.703592 -0.516763 0.487764 -0.615873 -0.101033 0.781342 -0.354491 -0.850143 -0.389347
121 34 0.930157 0.118715 0.347448 -0.302468 -0.288735 0.908373 0.208155 -0.950022 -0.232656
31 164 -0.676596 -0.193854 -0.71038 0.232489 -0.971615 0.043722 -0.698701 -0.135577 0.702451
53 204 -0.157029 0.986721 -0.041681 -0.532459 -0.049052 0.845029 0.831765 0.154891 0.533075
200 126 -0.501562 -0.808763 -0.307165 0.419158 0.083412 -0.904067 0.756801 -0.582192 0.297162
9 88 -0.590182 0.7837 -0.193668 -0.798254 -0.602307 -0.004682 -0.120317 0.151821 0.981051
130 114 -0.880219 -0.258252 -0.39815 0.438151 -0.119921 -0.890866 0.182321 -0.958605 0.21871
82 55 0.364808 -0.916671 0.163106 -0.235369 0.078693 0.968715 -0.900855 -0.391789 -0.187048
151 24 0.862803 0.495932 -0.098113 -0.461801 0.85213 0.246224 0.205716 -0.167131 0.964227
122 116 -0.880114 -0.258859 -0.397989 0.438045 -0.11948 -0.890976 0.183086 -0.958496 0.218547
103 62 0.150379 -0.985374 -0.080163 -0.234008 -0.114258 0.965496 -0.960535 -0.126433 -0.247766
60 84 0.849565 0.456916 -0.263588 -0.50968 0.839812 -0.186903 0.135973 0.29314 0.94635
17 68 0.549286 0.155867 -0.820968 0.060344 0.972483 0.225007 0.833458 -0.173137 0.524767
141 179 -0.293773 0.837015 -0.461632 -0.081674 -0.503151 -0.860324 -0.952385 -0.215037 0.216173
138 9 -0.412521 0.579732 -0.702654 0.578447 -0.429176 -0.69369 -0.703729 -0.692618 -0.158308
54 133 0.995117 -0.095395 -0.025395 -0.002249 -0.27908 0.960265 -0.09869 -0.955517 -0.277931
171 139 -0.788199 -0.42603 -0.444116 0.582652 -0.284248 -0.761394 0.198138 -0.858896 0.472271
55 91 -0.45864 0.848782 -0.263081 -0.839821 -0.51079 -0.183869 -0.290441 0.136611 0.947088
40 159 0.191513 -0.676128 -0.711458 0.972465 0.228804 0.044336 0.132808 -0.70036 0.701322
190 76 0.842701 -0.529589 -0.096915 0.085645 -0.045859 0.995269 -0.531531 -0.847013 0.006713
99 88 0.939136 0.12742 0.319042 -0.276105 0.832548 0.480238 -0.204428 -0.539099 0.817058
149 105 -0.749699 -0.500961 -0.432402 0.515069 -0.031444 -0.85657 0.415535 -0.864899 0.281604
116 117 -0.399131 0.879574 0.258932 -0.890254 -0.43934 0.120122 0.219415 -0.182569 0.958396
16 130 0.316386 -0.307842 -0.897291 -0.061815 -0.950562 0.304323 -0.946615 -0.040818 -0.319771
116 17 0.453478 -0.676227 -0.580582 0.287344 0.727554 -0.622974 0.843677 0.11568 0.52424
24 124 -0.898786 0.3082 -0.311775 0.25449 -0.212284 -0.943488 -0.356965 -0.927332 0.112367
179 125 0.284978 0.931379 -0.226536 -0.466627 -0.071638 -0.881548 -0.837286 0.356933 0.414191
48 173 -0.052319 0.087488 -0.994789 0.986335 0.160366 -0.037768 0.156227 -0.983174 -0.094681
65 122 -0.166321 -0.394625 -0.903661 0.735566 -0.659995 0.152824 -0.656719 -0.63929 0.400035
6 91 -0.183314 0.841912 -0.507542 -0.982986 -0.16308 0.084529 -0.011602 0.514434 0.85744
11 77 -0.589286 0.784388 -0.193599 -0.798846 -0.60151 -0.005515 -0.120777 0.151402 0.981064
169 52 0.422309 0.882837 -0.205581 -0.181055 -0.140076 -0.973441 -0.888188 0.448314 0.100685
172 95 0.759485 0.641363 0.108815 -0.61565 0.762668 -0.198276 -0.210158 0.083594 0.974085
202 76 -0.843127 -0.528273 0.100346 -0.088064 -0.048462 -0.994933 0.530489 -0.847672 -0.005669
56 156 -0.478469 -0.43847 -0.760803 0.03065 -0.874222 0.484545 -0.877575 0.208518 0.431723
82 170 0.551792 0.288991 -0.782307 -0.167572 0.957332 0.235449 0.816982 0.001184 0.576664
199 53 0.154229 -0.039927 -0.987228 0.74241 0.663994 0.089126 0.651954 -0.74667 0.132045
77 187 -0.29077 0.550683 -0.782428 -0.95679 -0.164152 0.240029 0.003733 0.818417 0.574612
187 35 0.067929 -0.997347 0.026172 -0.215968 0.010914 0.976338 -0.974037 -0.071974 -0.21465
26 133 -0.307863 0.945225 0.108476 -0.899338 -0.326309 0.291061 0.310518 -0.007953 0.950534
151 153 -0.851086 -0.384156 -0.357889 0.459319 -0.21456 -0.861964 0.254343 -0.897993 0.359053
105 15 0.381559 0.184041 -0.905833 0.861428 0.284568 0.420668 0.335194 -0.940828 -0.049967
138 122 -0.011239 -0.338603 -0.940852 0.523356 0.799771 -0.294074 0.852052 -0.495699 0.16821
139 169 -0.294035 -0.461581 -0.836945 -0.082939 -0.860048 0.503436 -0.952194 0.217437 0.214591
